CUMUN,NMUN,anio,ALQM2_LV_25_VC,ALQM2_LV_25_VU,ALQM2_LV_75_VC,ALQM2_LV_75_VU,ALQM2_LV_M_VC,ALQM2_LV_M_VU,ALQTBID12_25_VC,ALQTBID12_25_VU,ALQTBID12_75_VC,ALQTBID12_75_VU,ALQTBID12_M_VC,ALQTBID12_M_VU,BI_ALVHEPCO_TVC,BI_ALVHEPCO_TVU,SLVM2_25_VC,SLVM2_25_VU,SLVM2_75_VC,SLVM2_75_VU,SLVM2_M_VC,SLVM2_M_VU
40182,San Martín y Mudrián,2016,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40182,San Martín y Mudrián,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40182,San Martín y Mudrián,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40183,San Miguel de Bernuy,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40183,San Miguel de Bernuy,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40183,San Miguel de Bernuy,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40183,San Miguel de Bernuy,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40183,San Miguel de Bernuy,2022,,,,,,,,,,,,,0.0,3.0,,,,,,
40183,San Miguel de Bernuy,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40184,San Pedro de Gaíllos,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
40184,San Pedro de Gaíllos,2016,,,,,,,,,,,,,0.0,2.0,,,,,,
40184,San Pedro de Gaíllos,2017,,,,,,,,,,,,,0.0,4.0,,,,,,
40184,San Pedro de Gaíllos,2018,,,,,,,,,,,,,0.0,4.0,,,,,,
40184,San Pedro de Gaíllos,2019,,,,,,,,,,,,,0.0,4.0,,,,,,
40184,San Pedro de Gaíllos,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40184,San Pedro de Gaíllos,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40184,San Pedro de Gaíllos,2022,,,,,,,,,,,,,0.0,3.0,,,,,,
40184,San Pedro de Gaíllos,2023,,,,,,,,,,,,,0.0,3.0,,,,,,
40185,Santa María la Real de Nieva,2015,,,,,,,,,,,,,0.0,5.0,,,,,,
40185,Santa María la Real de Nieva,2016,,,,,,,,,,,,,0.0,5.0,,,,,,
40185,Santa María la Real de Nieva,2017,,,,,,,,,,,,,1.0,5.0,,,,,,
40185,Santa María la Real de Nieva,2018,,,,,,,,,,,,,3.0,6.0,,,,,,
40185,Santa María la Real de Nieva,2019,,,,,,,,,,,,,3.0,4.0,,,,,,
40185,Santa María la Real de Nieva,2020,,,,,,,,,,,,,4.0,3.0,,,,,,
40185,Santa María la Real de Nieva,2021,,,,,,,,,,,,,4.0,3.0,,,,,,
40185,Santa María la Real de Nieva,2022,,,,,,,,,,,,,5.0,3.0,,,,,,
40185,Santa María la Real de Nieva,2023,,,,,,,,,,,,,5.0,5.0,,,,,,
40188,Santiuste de Pedraza,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40188,Santiuste de Pedraza,2016,,,,,,,,,,,,,0.0,3.0,,,,,,
40188,Santiuste de Pedraza,2017,,,,,,,,,,,,,0.0,5.0,,,,,,
40188,Santiuste de Pedraza,2018,,,,,,,,,,,,,0.0,5.0,,,,,,
40188,Santiuste de Pedraza,2019,,,,,,,,,,,,,0.0,4.0,,,,,,
40188,Santiuste de Pedraza,2020,,,,,,,,,,,,,0.0,4.0,,,,,,
40188,Santiuste de Pedraza,2021,,,,,,,,,,,,,0.0,5.0,,,,,,
40188,Santiuste de Pedraza,2022,,,,,,,,,,,,,0.0,5.0,,,,,,
40188,Santiuste de Pedraza,2023,,,,,,,,,,,,,0.0,4.0,,,,,,
40189,Santiuste de San Juan Bautista,2015,,,,,,,,,,,,,0.0,4.0,,,,,,
40189,Santiuste de San Juan Bautista,2016,,,,,,,,,,,,,1.0,6.0,,,,,,
40189,Santiuste de San Juan Bautista,2017,,,,,,,,,,,,,1.0,7.0,,,,,,
40189,Santiuste de San Juan Bautista,2018,,,,,,,,,,,,,0.0,8.0,,,,,,
40189,Santiuste de San Juan Bautista,2019,,,,,,,,,,,,,1.0,5.0,,,,,,
40189,Santiuste de San Juan Bautista,2020,,,,,,,,,,,,,1.0,6.0,,,,,,
40189,Santiuste de San Juan Bautista,2021,,,,,,,,,,,,,1.0,6.0,,,,,,
40189,Santiuste de San Juan Bautista,2022,,,,,,,,,,,,,0.0,7.0,,,,,,
40189,Santiuste de San Juan Bautista,2023,,,,,,,,,,,,,1.0,8.0,,,,,,
40190,Santo Domingo de Pirón,2015,,,,,,,,,,,,,1.0,2.0,,,,,,
40190,Santo Domingo de Pirón,2016,,,,,,,,,,,,,1.0,2.0,,,,,,
40190,Santo Domingo de Pirón,2017,,,,,,,,,,,,,0.0,3.0,,,,,,
40190,Santo Domingo de Pirón,2018,,,,,,,,,,,,,0.0,3.0,,,,,,
40190,Santo Domingo de Pirón,2019,,,,,,,,,,,,,0.0,3.0,,,,,,
40190,Santo Domingo de Pirón,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40190,Santo Domingo de Pirón,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40190,Santo Domingo de Pirón,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40190,Santo Domingo de Pirón,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40191,Santo Tomé del Puerto,2015,,,,,,,,,,,,,0.0,6.0,,,,,,
40191,Santo Tomé del Puerto,2016,,,,,,,,,,,,,1.0,8.0,,,,,,
40191,Santo Tomé del Puerto,2017,,,,,,,,,,,,,1.0,6.0,,,,,,
40191,Santo Tomé del Puerto,2018,,,,,,,,,,,,,1.0,6.0,,,,,,
40191,Santo Tomé del Puerto,2019,,,,,,,,,,,,,0.0,7.0,,,,,,
40191,Santo Tomé del Puerto,2020,,,,,,,,,,,,,1.0,7.0,,,,,,
40191,Santo Tomé del Puerto,2021,,,,,,,,,,,,,1.0,7.0,,,,,,
40191,Santo Tomé del Puerto,2022,,,,,,,,,,,,,1.0,4.0,,,,,,
40191,Santo Tomé del Puerto,2023,,,,,,,,,,,,,1.0,4.0,,,,,,
40192,Sauquillo de Cabezas,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40193,Sebúlcor,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
40193,Sebúlcor,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40193,Sebúlcor,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40193,Sebúlcor,2018,,,,,,,,,,,,,1.0,2.0,,,,,,
40193,Sebúlcor,2019,,,,,,,,,,,,,1.0,1.0,,,,,,
40193,Sebúlcor,2020,,,,,,,,,,,,,2.0,1.0,,,,,,
40193,Sebúlcor,2021,,,,,,,,,,,,,2.0,1.0,,,,,,
40193,Sebúlcor,2022,,,,,,,,,,,,,1.0,1.0,,,,,,
40193,Sebúlcor,2023,,,,,,,,,,,,,1.0,1.0,,,,,,
40194,Segovia,2015,3.846250002403906,2.5641025641025643,6.209677419354839,5.179856115107913,5.045871559633027,4.123711340206186,316.6666666666667,299.59016393442624,500.0,600.0,404.1666666666667,431.8592767295597,2708.0,105.0,70.0,102.0,106.0,216.0,84.0,149.0
40194,Segovia,2016,4.010625557040998,2.3987814465408808,6.25,5.194805194805195,5.081120527237149,3.528753666689406,327.7065983837189,300.0,500.0,600.0,416.6666666666667,400.0,2898.0,120.0,70.0,102.0,105.0,223.5,84.0,154.5
40194,Segovia,2017,4.065040650406504,2.4463220537890518,6.296887784777057,5.210219324540367,5.128205128205129,3.7202380952380953,330.0,300.0,500.0,600.0,420.0,400.0,3041.0,126.0,69.0,109.75,106.0,224.0,84.0,159.5
40194,Segovia,2018,4.166666666666667,2.419512195121951,6.417883211678832,5.068995051389417,5.265001648532806,3.517573696145124,340.0815850815851,300.0,507.51903220161,600.0,425.0,400.0,3236.0,138.0,68.0,106.0,106.0,217.5,83.0,159.5
40194,Segovia,2019,4.380987654320987,2.6433566433566433,6.779661016949152,5.319844484448445,5.545442708333333,3.764240716623872,360.0,320.06074903775186,549.5421772456932,614.0054166666666,450.0,450.83333333333337,3508.0,136.0,68.0,116.25,105.0,216.0,83.0,159.5
40194,Segovia,2020,4.522264382960035,2.5227722847121434,7.060887174541947,5.457575757575757,5.677007299270072,3.8273791008273306,375.0,308.825,551.8092105263158,631.3541666666666,457.0,440.83333333333337,3619.0,142.0,68.0,116.75,104.0,222.5,83.0,161.5
40194,Segovia,2021,4.7185360205831905,2.717391304347826,7.317073170731708,5.841121495327102,5.882352941176471,3.882870020436158,400.0,325.9406565656565,575.0,642.5987841945289,476.1950934008887,461.4407703488372,3750.0,148.0,68.0,112.25,104.0,228.0,83.0,159.5
40194,Segovia,2022,4.90814487960036,2.777777777777778,7.618540051679585,5.985915492957747,6.109668109668111,3.977272727272727,400.0,347.86005434782606,600.0,661.5625,500.0,457.04383886255926,3809.0,147.0,68.0,106.0,104.0,224.5,83.0,157.5
40194,Segovia,2023,5.086206896551724,2.652173913043478,8.018867924528303,6.349206349206349,6.432291666666667,3.977272727272727,425.4972375690608,350.0,626.1999999999999,734.8333333333334,515.7151095732411,500.0,4027.0,147.0,68.0,110.0,104.0,237.0,83.0,160.0
40195,Sepúlveda,2015,2.4034195488721806,2.2738821138211383,4.3771901879579485,4.072809188244292,3.289473684210526,3.311732456140351,252.56,299.91197183098586,375.0,350.0,300.8241758241758,325.0,25.0,12.0,86.0,115.25,115.0,209.0,100.0,166.0
40195,Sepúlveda,2016,2.589252158456069,2.0833333333333335,4.238013698630136,4.11353982300885,3.3422753623188406,3.5526249993420387,253.95833333333331,298.3695652173913,331.24999999999994,426.30614999036055,300.0,350.0,26.0,11.0,75.25,109.0,115.0,210.0,98.0,170.0
40195,Sepúlveda,2017,2.35762851327357,2.2038347781454792,4.6103238866396765,4.163046584058637,3.289473684210526,3.6069651741293534,211.66666666666669,297.35605757696925,360.0,357.5,300.0,312.0833333333333,25.0,16.0,70.5,80.5,114.5,228.0,95.0,166.0
40195,Sepúlveda,2018,2.771995848042362,2.3028647013976746,4.754641909814324,4.750827129859387,3.7133016547406084,3.9156071494379954,240.0,270.0,358.8475,459.7603205128205,304.5764272559853,350.0,22.0,16.0,71.0,80.5,114.25,243.0,92.0,166.0
40195,Sepúlveda,2019,2.9907938785270205,1.4634146341463417,4.607793522267206,4.11353982300885,3.369791271804526,2.845528455284553,200.109649122807,200.0,350.0,360.0,300.52395209580834,297.55434782608694,23.0,19.0,62.0,109.0,115.0,254.0,86.0,170.0
40195,Sepúlveda,2020,2.7736812251843452,2.0264749492985206,4.344001237909972,4.2985094406775435,3.3783931024681415,3.5185185185185186,220.0,275.0,350.0,449.4444444444444,310.0,350.0,19.0,21.0,65.0,85.0,115.0,255.0,95.0,162.0
40195,Sepúlveda,2021,2.5,2.120167815403057,4.605263157894737,4.391288463099781,3.289473684210526,3.537027346551156,200.0,275.0,344.7222222222222,447.2701149425287,304.1666666666667,360.0,23.0,21.0,73.0,85.0,115.0,236.5,97.0,146.0
40195,Sepúlveda,2022,2.577319587628866,2.127659574468085,4.605263157894737,4.276315789473684,3.289473684210526,3.1243751249750047,250.0,233.33333333333334,343.32,401.5401540154016,311.96581196581195,349.93001399720055,27.0,23.0,73.0,94.0,115.0,219.0,97.0,146.0
40195,Sepúlveda,2023,3.0392156862745097,2.127659574468085,5.190166666666666,4.424778761061947,3.4736842105263155,4.179104477611941,300.0,280.0,354.86111111111114,500.0,343.32,350.0,27.0,19.0,65.0,94.0,115.0,219.0,96.0,146.0
40196,Sequera de Fresno,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40196,Sequera de Fresno,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40196,Sequera de Fresno,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40196,Sequera de Fresno,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40199,Sotosalbos,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40199,Sotosalbos,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40199,Sotosalbos,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40199,Sotosalbos,2018,,,,,,,,,,,,,0.0,2.0,,,,,,
40199,Sotosalbos,2019,,,,,,,,,,,,,0.0,3.0,,,,,,
40199,Sotosalbos,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40199,Sotosalbos,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40199,Sotosalbos,2022,,,,,,,,,,,,,0.0,3.0,,,,,,
40199,Sotosalbos,2023,,,,,,,,,,,,,0.0,4.0,,,,,,
40200,Tabanera la Luenga,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40200,Tabanera la Luenga,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40203,Torrecaballeros,2015,3.155405965202983,1.8114454233238764,5.174229824978222,4.725609756097561,4.0476190476190474,3.125,211.25,283.33333333333337,350.0,575.3429355281207,262.5,400.0,42.0,13.0,61.5,148.0,83.5,253.0,77.0,196.0
40203,Torrecaballeros,2016,3.28125,2.199261168794056,4.79515050167224,4.467636022514071,4.037558685446009,3.125,200.0,400.0,325.0,584.9358974358975,275.0,412.5,47.0,17.0,62.0,153.0,82.0,244.0,72.0,194.0
40203,Torrecaballeros,2017,3.679144385026738,2.7297192378714112,4.942956349206349,4.294064748201439,4.177215189873418,3.384104443426477,245.0,378.85,333.0669398907104,620.0,296.66666666666663,500.0,58.0,18.0,59.0,149.5,83.5,260.5,71.0,194.0
40203,Torrecaballeros,2018,3.6144578313253013,2.6958809780406034,4.901960784313725,4.73437920395391,4.240418755221387,3.419053185271771,240.0,381.9663043478261,332.6901183970856,662.5,285.0,525.0,64.0,18.0,61.25,149.5,81.75,242.5,72.0,194.0
40203,Torrecaballeros,2019,4.0740956951368,3.230140350877193,5.494620949074075,4.676258992805756,4.698996655518395,3.6363636363636362,280.0,407.5516666666667,369.57727874519503,715.0,301.29716981132077,600.0,77.0,19.0,59.5,148.0,82.5,232.0,73.0,192.0
40203,Torrecaballeros,2020,4.104794520547945,3.2367305976806424,5.567632850241547,4.617691482173377,4.760869565217392,3.6978810663021187,280.0,407.0775,385.0,760.0,310.0,560.4166666666667,82.0,20.0,60.0,148.5,82.0,231.0,72.5,192.0
40203,Torrecaballeros,2021,4.231540930979133,3.1443026070763502,5.854072398190046,4.244791666666667,4.948436668122297,3.61775078369906,287.5,410.6379166666667,425.0,622.2708333333334,335.0,500.0,85.0,20.0,61.5,140.5,85.5,212.5,74.0,161.0
40203,Torrecaballeros,2022,4.4705294705294705,2.914026578582321,6.324509116409537,4.329259950248756,5.352112676056339,3.484237040340965,300.0,370.50625,449.79470802919707,748.125,358.3333333333333,534.9483333333333,93.0,20.0,60.5,117.75,82.5,226.0,74.0,161.0
40203,Torrecaballeros,2023,4.545454545454546,3.240069356872636,6.521739130434782,4.55246762166405,5.625,3.8135593220338984,319.5,381.90325972660355,450.0,788.5645604395604,375.0,555.5,99.0,21.0,61.0,124.5,83.0,220.0,74.0,166.0
40204,Torrecilla del Pinar,2015,,,,,,,,,,,,,0.0,0.0,,,,,,
40204,Torrecilla del Pinar,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40204,Torrecilla del Pinar,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40204,Torrecilla del Pinar,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40204,Torrecilla del Pinar,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40205,Torreiglesias,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40205,Torreiglesias,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40205,Torreiglesias,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40205,Torreiglesias,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40205,Torreiglesias,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40205,Torreiglesias,2021,,,,,,,,,,,,,0.0,5.0,,,,,,
40205,Torreiglesias,2022,,,,,,,,,,,,,0.0,6.0,,,,,,
40205,Torreiglesias,2023,,,,,,,,,,,,,0.0,7.0,,,,,,
40206,Torre Val de San Pedro,2016,,,,,,,,,,,,,0.0,0.0,,,,,,
40206,Torre Val de San Pedro,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40206,Torre Val de San Pedro,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40206,Torre Val de San Pedro,2020,,,,,,,,,,,,,0.0,4.0,,,,,,
40206,Torre Val de San Pedro,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40206,Torre Val de San Pedro,2022,,,,,,,,,,,,,0.0,4.0,,,,,,
40206,Torre Val de San Pedro,2023,,,,,,,,,,,,,0.0,4.0,,,,,,
40207,Trescasas,2015,,2.7804682818634685,,3.672669276033112,,3.1967780172413796,,352.39801283433997,,499.88594890510944,,410.33333333333337,0.0,24.0,,149.75,,260.25,,181.0
40207,Trescasas,2016,,3.1470070422535206,,3.6357414862365354,,3.2934131736526946,,400.0,,525.0,,450.01928764304995,1.0,25.0,,152.5,,250.5,,178.0
40207,Trescasas,2017,,2.8902742533671675,,3.6675207489785904,,3.2871175457304567,,356.25234380859524,,500.0,,448.75809009472374,1.0,24.0,,149.0,,229.5,,170.0
40207,Trescasas,2018,,2.7349315068493154,,3.6583055043758637,,3.2664129638854313,,359.1398438085952,,519.4376871257485,,441.66666666666663,1.0,28.0,,159.0,,230.75,,181.0
40207,Trescasas,2019,,3.1319399670463497,,3.9444523187950975,,3.5281478535604607,,433.33333333333337,,501.2246432976631,,497.46884735202497,2.0,29.0,,160.0,,230.5,,178.0
40207,Trescasas,2020,,3.08806146572104,,3.972433714753432,,3.533613025671761,,396.3563988095238,,535.0,,498.73275862068965,2.0,30.0,,155.25,,240.75,,175.0
40207,Trescasas,2021,,3.075163266860182,,4.177362088015738,,3.5045209441973686,,400.1644736842105,,550.0,,495.70722057368937,2.0,30.0,,155.25,,240.75,,175.0
40207,Trescasas,2022,,3.4833943931188274,,4.468776896950227,,3.8585680751173705,,450.0,,571.0,,515.625,2.0,28.0,,158.0,,230.75,,175.0
40207,Trescasas,2023,,3.6084474885844746,,4.682722053719873,,3.9353483690032274,,450.0,,583.5,,543.6670833333334,2.0,26.0,,158.0,,240.75,,181.0
40208,Turégano,2015,3.0372673176685994,,3.731540084388186,,3.164556962025317,,247.29545118889376,,307.1875,,262.5,,16.0,4.0,77.0,,94.0,,94.0,
40208,Turégano,2016,2.044247287522604,,3.164556962025317,,3.1309510473843396,,148.4375,,293.75,,250.0,,16.0,6.0,77.0,,94.0,,94.0,
40208,Turégano,2017,3.0372673176685994,2.2439859819667514,3.164556962025317,5.173681229597782,3.164556962025317,3.2545004167674976,250.0,271.44574175824175,293.75,599.1013071895425,250.0,453.11,16.0,12.0,94.0,121.0,94.0,165.5,94.0,130.0
40208,Turégano,2018,3.1141480900638516,1.5172379288674758,3.6631043785017643,4.707586012321708,3.164556962025317,3.3008658008658007,250.0,151.8220217640321,337.5,533.9241803278688,255.0,400.0,16.0,14.0,94.0,115.0,94.0,209.25,94.0,130.0
40208,Turégano,2019,3.164556962025317,2.6,3.8714450106855174,4.588721264367817,3.2436708860759498,3.148537008557119,251.04166666666666,350.6112774451097,300.61813186813185,532.2916666666667,281.66666666666663,400.0,16.0,15.0,81.25,130.0,94.0,204.0,94.0,164.0
40208,Turégano,2020,3.164556962025317,2.495131450827653,4.513094718463553,3.961550204150091,3.5914041801589636,3.0303030303030307,252.08333333333334,349.4281045751634,356.5344827586207,448.0418797953964,283.72093023255815,400.0,19.0,17.0,77.0,130.0,94.0,214.5,94.0,164.0
40208,Turégano,2021,3.147754004704828,2.6848837209302325,4.2723704749394384,4.389321918391686,3.3700126444838436,3.571428571428571,257.5,387.5,350.0,454.8482510288066,300.0,408.5494505494505,18.0,14.0,88.25,130.0,94.0,209.25,94.0,164.0
40208,Turégano,2022,3.1623953794009823,2.5390846646467424,3.993506493506494,6.148921832884096,3.291139240506329,3.6757662835249043,250.0,355.0520867605448,318.9311594202899,688.6792452830188,275.0,450.0,18.0,14.0,77.0,130.0,94.0,185.25,94.0,158.0
40208,Turégano,2023,3.057293256026854,2.9755813953488377,4.159569938258463,4.174363711001642,3.291139240506329,3.571428571428571,250.0,400.0,336.0733695652174,546.340579710145,280.0,433.0,21.0,10.0,77.0,130.0,94.0,185.25,94.0,165.0
40210,Urueñas,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40211,Valdeprados,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40211,Valdeprados,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40211,Valdeprados,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40211,Valdeprados,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40211,Valdeprados,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40211,Valdeprados,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40211,Valdeprados,2023,,,,,,,,,,,,,0.0,3.0,,,,,,
40212,Valdevacas de Montejo,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40212,Valdevacas de Montejo,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40213,Valdevacas y Guijar,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40213,Valdevacas y Guijar,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40213,Valdevacas y Guijar,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40214,Valseca,2015,,,,,,,,,,,,,0.0,3.0,,,,,,
40214,Valseca,2016,,,,,,,,,,,,,0.0,4.0,,,,,,
40214,Valseca,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40214,Valseca,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40214,Valseca,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40214,Valseca,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40214,Valseca,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40214,Valseca,2022,,,,,,,,,,,,,0.0,4.0,,,,,,
40214,Valseca,2023,,,,,,,,,,,,,0.0,7.0,,,,,,
40215,Valtiendas,2016,,,,,,,,,,,,,1.0,1.0,,,,,,
40215,Valtiendas,2017,,,,,,,,,,,,,1.0,1.0,,,,,,
40215,Valtiendas,2018,,,,,,,,,,,,,1.0,1.0,,,,,,
40215,Valtiendas,2019,,,,,,,,,,,,,1.0,0.0,,,,,,
40215,Valtiendas,2020,,,,,,,,,,,,,1.0,1.0,,,,,,
40215,Valtiendas,2021,,,,,,,,,,,,,2.0,0.0,,,,,,
40216,Valverde del Majano,2015,3.1108301360306942,,5.335614864495931,,4.3891029168959825,,233.33333333333334,,350.0,,300.0,,35.0,6.0,71.0,,96.0,,86.0,
40216,Valverde del Majano,2016,3.685185185185185,,5.366743471582182,,4.278700023380873,,251.24338852097128,,348.33462732919253,,300.0,,37.0,9.0,69.5,,97.5,,84.0,
40216,Valverde del Majano,2017,3.7185185185185183,,5.366743471582182,,4.456018518518518,,278.87849301397205,,350.0,,300.0,,41.0,8.0,74.0,,94.5,,85.0,
40216,Valverde del Majano,2018,3.625,2.6941287878787876,4.680851063829787,4.030372903795235,4.166666666666667,3.5974081796897863,266.6666666666667,207.08333333333334,349.0437158469945,462.5,300.0,355.35666447979884,47.0,10.0,71.0,112.25,96.0,163.25,87.0,129.5
40216,Valverde del Majano,2019,3.7931034482758617,2.8803661616161613,5.0,4.019587378640776,4.320987654320988,3.734787018255578,292.16008771929825,242.5,349.0437158469945,496.94293478260863,310.0,366.28499999999997,63.0,10.0,70.0,113.0,95.0,163.25,84.0,139.5
40216,Valverde del Majano,2020,3.70682480233042,3.0163615319865316,5.394835651936716,4.019587378640776,4.39936894297949,3.734787018255578,300.0,242.5,350.0,500.21585766423357,322.5,435.03499999999997,66.0,14.0,68.0,119.75,95.25,206.75,84.5,150.0
40216,Valverde del Majano,2021,3.806935817805383,2.9961945847362514,5.687555301603993,3.8779633620689657,4.487179487179487,3.4843259590980042,300.0,225.45312499999997,370.0,499.9875,330.0,327.5830610021786,73.0,12.0,70.0,119.25,95.0,263.0,84.0,139.5
40216,Valverde del Majano,2022,4.04805469741422,2.9545454545454546,5.931743421052633,4.0234375,4.712087087087087,3.6363636363636362,309.92424242424244,220.0,390.1057213930348,508.3333333333333,350.0,343.3333333333333,78.0,11.0,69.5,119.0,98.0,155.0,84.5,131.0
40216,Valverde del Majano,2023,4.308931327160494,3.2133838383838387,6.545857511283043,4.109487257281553,5.296434494195689,3.8949275362318843,327.0,240.0,424.4030410742496,563.6363636363636,370.0,420.07,81.0,13.0,69.5,119.5,98.0,153.5,82.0,148.0
40218,Valle de Tabladillo,2020,,,,,,,,,,,,,1.0,0.0,,,,,,
40218,Valle de Tabladillo,2021,,,,,,,,,,,,,1.0,0.0,,,,,,
40218,Valle de Tabladillo,2022,,,,,,,,,,,,,1.0,0.0,,,,,,
40218,Valle de Tabladillo,2023,,,,,,,,,,,,,1.0,0.0,,,,,,
40219,Vallelado,2015,,,,,,,,,,,,,5.0,3.0,,,,,,
40219,Vallelado,2016,,,,,,,,,,,,,5.0,5.0,,,,,,
40219,Vallelado,2017,,,,,,,,,,,,,5.0,7.0,,,,,,
40219,Vallelado,2018,,,,,,,,,,,,,3.0,7.0,,,,,,
40219,Vallelado,2019,,,,,,,,,,,,,3.0,6.0,,,,,,
40219,Vallelado,2020,,,,,,,,,,,,,4.0,8.0,,,,,,
40219,Vallelado,2021,,,,,,,,,,,,,3.0,8.0,,,,,,
40219,Vallelado,2022,,,,,,,,,,,,,4.0,9.0,,,,,,
40219,Vallelado,2023,,,,,,,,,,,,,4.0,8.0,,,,,,
40220,Valleruela de Pedraza,2020,,,,,,,,,,,,,1.0,1.0,,,,,,
40220,Valleruela de Pedraza,2022,,,,,,,,,,,,,1.0,0.0,,,,,,
40220,Valleruela de Pedraza,2023,,,,,,,,,,,,,1.0,1.0,,,,,,
40221,Valleruela de Sepúlveda,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40222,Veganzones,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
40222,Veganzones,2016,,,,,,,,,,,,,0.0,3.0,,,,,,
40222,Veganzones,2017,,,,,,,,,,,,,0.0,3.0,,,,,,
40222,Veganzones,2018,,,,,,,,,,,,,0.0,3.0,,,,,,
40222,Veganzones,2019,,,,,,,,,,,,,0.0,3.0,,,,,,
40222,Veganzones,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40222,Veganzones,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40222,Veganzones,2022,,,,,,,,,,,,,0.0,3.0,,,,,,
40222,Veganzones,2023,,,,,,,,,,,,,0.0,3.0,,,,,,
40223,Vegas de Matute,2015,,,,,,,,,,,,,2.0,2.0,,,,,,
40223,Vegas de Matute,2016,,,,,,,,,,,,,1.0,2.0,,,,,,
40223,Vegas de Matute,2017,,,,,,,,,,,,,2.0,2.0,,,,,,
40223,Vegas de Matute,2018,,,,,,,,,,,,,4.0,2.0,,,,,,
40223,Vegas de Matute,2019,,,,,,,,,,,,,4.0,3.0,,,,,,
40223,Vegas de Matute,2020,,,,,,,,,,,,,4.0,3.0,,,,,,
40223,Vegas de Matute,2021,,,,,,,,,,,,,5.0,4.0,,,,,,
40223,Vegas de Matute,2022,,,,,,,,,,,,,7.0,5.0,,,,,,
