CUMUN,NMUN,anio,ALQM2_LV_25_VC,ALQM2_LV_25_VU,ALQM2_LV_75_VC,ALQM2_LV_75_VU,ALQM2_LV_M_VC,ALQM2_LV_M_VU,ALQTBID12_25_VC,ALQTBID12_25_VU,ALQTBID12_75_VC,ALQTBID12_75_VU,ALQTBID12_M_VC,ALQTBID12_M_VU,BI_ALVHEPCO_TVC,BI_ALVHEPCO_TVU,SLVM2_25_VC,SLVM2_25_VU,SLVM2_75_VC,SLVM2_75_VU,SLVM2_M_VC,SLVM2_M_VU
40141,Navalmanzano,2021,,1.7142857142857144,,3.2305283224400867,,2.1686052809148375,,275.0,,398.1818181818182,,325.0,0.0,15.0,,188.0,,284.0,,218.0
40141,Navalmanzano,2022,,1.6877532390333847,,3.226466904326043,,2.3152939244642976,,260.0,,353.81175149700596,,315.0,0.0,16.0,,106.0,,276.5,,211.0
40141,Navalmanzano,2023,,1.7558186195826646,,3.4148094895758447,,2.4036326494360067,,284.375,,350.0,,325.0,0.0,18.0,,152.0,,272.75,,212.0
40144,Navares de las Cuevas,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40144,Navares de las Cuevas,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40145,Navas de Oro,2015,,,,,,,,,,,,,2.0,6.0,,,,,,
40145,Navas de Oro,2016,,,,,,,,,,,,,1.0,6.0,,,,,,
40145,Navas de Oro,2017,,,,,,,,,,,,,1.0,5.0,,,,,,
40145,Navas de Oro,2018,,,,,,,,,,,,,2.0,7.0,,,,,,
40145,Navas de Oro,2019,,,,,,,,,,,,,2.0,5.0,,,,,,
40145,Navas de Oro,2020,,,,,,,,,,,,,3.0,7.0,,,,,,
40145,Navas de Oro,2021,,,,,,,,,,,,,3.0,7.0,,,,,,
40145,Navas de Oro,2022,,2.1478818465773295,,3.224077436738519,,2.645177005012531,,301.9784172661871,,351.17114485981307,,312.368191580756,1.0,10.0,,99.25,,188.0,,129.5
40145,Navas de Oro,2023,,2.1817204911181354,,4.872731341440829,,3.1363636363636367,,300.1309880239521,,392.38125,,325.2549751243781,1.0,12.0,,92.5,,181.25,,129.5
40146,Navas de San Antonio,2015,,,,,,,,,,,,,2.0,3.0,,,,,,
40146,Navas de San Antonio,2016,,,,,,,,,,,,,1.0,4.0,,,,,,
40146,Navas de San Antonio,2017,,,,,,,,,,,,,2.0,4.0,,,,,,
40146,Navas de San Antonio,2018,,,,,,,,,,,,,1.0,6.0,,,,,,
40146,Navas de San Antonio,2019,,,,,,,,,,,,,1.0,7.0,,,,,,
40146,Navas de San Antonio,2020,,,,,,,,,,,,,1.0,7.0,,,,,,
40146,Navas de San Antonio,2021,,,,,,,,,,,,,2.0,7.0,,,,,,
40146,Navas de San Antonio,2022,,,,,,,,,,,,,3.0,6.0,,,,,,
40146,Navas de San Antonio,2023,,,,,,,,,,,,,4.0,9.0,,,,,,
40148,Nieva,2015,,2.5430622009569377,,4.511533242876527,,3.0769230769230766,,212.0,,360.41666666666663,,275.0,0.0,10.0,,118.25,,289.25,,227.5
40148,Nieva,2016,,,,,,,,,,,,,0.0,3.0,,,,,,
40148,Nieva,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40148,Nieva,2018,,,,,,,,,,,,,0.0,2.0,,,,,,
40148,Nieva,2019,,,,,,,,,,,,,0.0,3.0,,,,,,
40148,Nieva,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40148,Nieva,2021,,,,,,,,,,,,,0.0,4.0,,,,,,
40148,Nieva,2022,,,,,,,,,,,,,0.0,6.0,,,,,,
40148,Nieva,2023,,,,,,,,,,,,,0.0,7.0,,,,,,
40149,Olombrada,2016,,,,,,,,,,,,,0.0,2.0,,,,,,
40149,Olombrada,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40149,Olombrada,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40149,Olombrada,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40149,Olombrada,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40149,Olombrada,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40149,Olombrada,2022,,,,,,,,,,,,,0.0,5.0,,,,,,
40149,Olombrada,2023,,,,,,,,,,,,,1.0,5.0,,,,,,
40150,Orejana,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
40150,Orejana,2016,,,,,,,,,,,,,0.0,3.0,,,,,,
40150,Orejana,2017,,,,,,,,,,,,,0.0,3.0,,,,,,
40150,Orejana,2018,,,,,,,,,,,,,0.0,2.0,,,,,,
40150,Orejana,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40150,Orejana,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40150,Orejana,2021,,,,,,,,,,,,,0.0,4.0,,,,,,
40150,Orejana,2022,,,,,,,,,,,,,0.0,4.0,,,,,,
40150,Orejana,2023,,,,,,,,,,,,,0.0,4.0,,,,,,
40151,Ortigosa de Pestaño,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40151,Ortigosa de Pestaño,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40151,Ortigosa de Pestaño,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40152,Otero de Herreros,2015,3.0263157894736845,2.1525,8.075050280512333,3.125,3.6363636363636362,2.586206896551724,160.0,200.02000200020004,659.179104477612,375.0,330.0,300.0,11.0,11.0,64.0,98.0,100.0,314.0,94.0,172.0
40152,Otero de Herreros,2016,3.2690374657325614,2.2674418604651163,8.179214402618657,3.125,4.6858551038507406,2.686352941176471,222.29166666666666,200.00000000000003,708.5,390.0,315.24626865671644,300.0,10.0,15.0,59.0,120.0,101.5,285.0,86.5,207.0
40152,Otero de Herreros,2017,2.665620704472491,2.369353448275862,8.268294371025396,3.261685391840155,3.739451476793249,2.965116279069768,241.63842026773222,214.31833433343337,660.0,437.5,297.9591836734694,350.0,13.0,17.0,78.0,96.0,103.5,275.0,89.0,172.0
40152,Otero de Herreros,2018,2.390398031345566,2.5307272106520995,7.043554849405912,4.267522276898524,3.7245768738444034,3.125,227.12971411192214,240.44083333333333,660.0,387.52000200020007,312.5,300.0,18.0,17.0,78.0,122.5,99.25,273.0,87.5,198.0
40152,Otero de Herreros,2019,2.8363453815261046,1.7139355742296922,4.358974358974359,3.835723645894001,3.6207144915010083,2.849137867647059,258.75,234.5147524360906,349.375,444.37500000000006,300.0,325.0,20.0,18.0,78.25,125.75,98.75,292.5,87.5,204.5
40152,Otero de Herreros,2020,3.166171531903901,2.64300394978844,5.863139605157133,4.371083487660967,4.04287841119334,3.395861705399112,276.25,250.0,387.47610294117646,461.805,312.5,350.0,20.0,18.0,78.0,113.75,99.5,292.5,86.0,163.0
40152,Otero de Herreros,2021,3.0612244897959187,2.7534377346683354,5.55655876582843,4.720325020230574,4.018182274523302,3.6043374699460897,278.17622950819674,287.5,397.7289985246897,526.243093922652,314.1905260707635,366.45833333333337,26.0,18.0,78.75,121.25,101.75,289.75,93.0,163.0
40152,Otero de Herreros,2022,3.0612244897959187,2.6228906823184155,5.0,5.046868857554022,3.913502109704641,3.417420814479638,291.25,290.24975984630163,400.52395209580834,503.4722222222222,333.768315018315,350.0,27.0,21.0,79.0,123.5,99.75,285.0,93.0,198.0
40152,Otero de Herreros,2023,3.491336633663366,3.0288445580376404,5.536700279455864,6.25,3.9586115709304113,4.166666666666667,300.0,300.0,411.0416666666667,750.0,366.33333333333337,450.0,30.0,19.0,79.0,125.0,100.25,285.0,94.0,198.0
40155,Palazuelos de Eresma,2015,3.8554891710231516,3.3194716989359847,5.615234375,4.860823370178209,4.572624392068836,4.00763358778626,300.0,500.0,400.0,636.1503629229469,350.0,568.2234432234433,120.0,41.0,75.25,158.0,109.75,230.5,84.5,187.0
40155,Palazuelos de Eresma,2016,3.7590593424135608,3.4111201298701297,5.704633204633204,4.816306289646125,4.660460992907802,4.152298850574713,300.0,477.29090909090905,399.8311904761905,650.0,350.0,600.0,136.0,54.0,74.25,168.25,109.75,234.5,85.0,189.0
40155,Palazuelos de Eresma,2017,3.9325842696629216,3.5014985014985016,5.869565217391305,4.851398601398601,4.761904761904762,4.166666666666667,300.0,453.11504975124376,400.0,637.5,350.0,554.1666666666666,140.0,53.0,73.0,161.5,104.75,235.0,83.5,187.0
40155,Palazuelos de Eresma,2018,4.099076451520872,3.5857142857142854,5.880018674136321,5.072222222222223,4.789560161779575,4.268960701295876,310.125,500.0,400.0,700.0,358.8237451877678,600.0,164.0,61.0,74.0,152.5,106.75,231.5,85.0,189.0
40155,Palazuelos de Eresma,2019,4.25531914893617,3.81511839708561,6.25,5.248842592592593,5.145284068503183,4.621848739495799,325.0,465.13157894736844,418.0167597765363,700.0,384.0,609.0,175.0,69.0,74.0,152.0,104.0,224.5,87.0,180.0
40155,Palazuelos de Eresma,2020,4.307537220843672,3.8953692996501217,6.479163503948922,5.4571808872826315,5.16352648418059,4.761904761904762,341.4583333333333,505.0,448.4979082300576,740.0,390.0,628.2089552238806,192.0,69.0,75.0,149.5,104.0,224.5,87.5,189.0
40155,Palazuelos de Eresma,2021,4.348516218081436,3.871753246753247,6.784090909090909,5.588888888888889,5.422821110823183,4.737619047619048,350.0,502.5,450.3929640718562,724.9020833333333,400.0,602.9989520958084,201.0,68.0,75.0,147.0,105.0,231.75,88.0,188.0
40155,Palazuelos de Eresma,2022,4.507150153217569,3.878530450132392,6.961281543790204,5.600168918918919,5.643082548982495,4.743369334151318,350.0,500.0,461.25,735.8900928792569,400.0,612.5,200.0,66.0,74.0,146.0,105.0,234.5,85.5,179.0
40155,Palazuelos de Eresma,2023,4.776666666666666,4.15587219343696,7.409722222222221,6.224853392025108,6.000382934482356,5.177304964539008,375.0,537.5,499.09743202416917,802.8333333333333,427.2043412631725,650.0,218.0,65.0,74.0,146.0,105.0,229.5,86.0,183.0
40156,Pedraza,2015,,,,,,,,,,,,,2.0,5.0,,,,,,
40156,Pedraza,2016,,,,,,,,,,,,,2.0,6.0,,,,,,
40156,Pedraza,2017,,,,,,,,,,,,,2.0,7.0,,,,,,
40156,Pedraza,2018,,,,,,,,,,,,,2.0,7.0,,,,,,
40156,Pedraza,2019,,,,,,,,,,,,,1.0,6.0,,,,,,
40156,Pedraza,2020,,,,,,,,,,,,,2.0,8.0,,,,,,
40156,Pedraza,2021,,,,,,,,,,,,,3.0,8.0,,,,,,
40156,Pedraza,2022,,2.0063839489284088,,5.259907359752959,,2.7761467889908253,,337.5,,450.52395209580834,,360.0,3.0,10.0,,116.75,,284.5,,140.5
40156,Pedraza,2023,,,,,,,,,,,,,4.0,8.0,,,,,,
40157,Pelayos del Arroyo,2015,,,,,,,,,,,,,1.0,0.0,,,,,,
40157,Pelayos del Arroyo,2016,,,,,,,,,,,,,1.0,0.0,,,,,,
40157,Pelayos del Arroyo,2018,,,,,,,,,,,,,1.0,0.0,,,,,,
40157,Pelayos del Arroyo,2019,,,,,,,,,,,,,1.0,0.0,,,,,,
40157,Pelayos del Arroyo,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40157,Pelayos del Arroyo,2023,,,,,,,,,,,,,1.0,0.0,,,,,,
40159,Pinarejos,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40159,Pinarejos,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40159,Pinarejos,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40159,Pinarejos,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40159,Pinarejos,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40159,Pinarejos,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2018,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40160,Pinarnegrillo,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40161,Pradales,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40161,Pradales,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40161,Pradales,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40162,Prádena,2015,,2.2412109375,,3.8789335664335667,,3.0227743271221534,,280.89223130841117,,452.5,,301.25,1.0,14.0,,127.0,,185.25,,165.0
40162,Prádena,2016,,1.7969466145833335,,3.8789335664335667,,2.7111013986013988,,216.41498697916668,,452.5,,300.0,4.0,14.0,,143.5,,212.25,,174.5
40162,Prádena,2017,,1.8645320197044335,,3.8221153846153846,,2.8634451486013988,,210.625,,448.3333333333333,,387.5,3.0,16.0,,107.0,,220.75,,171.5
40162,Prádena,2018,,1.4198190789473684,,3.3229518581081083,,2.2857142857142856,,208.75,,400.0,,300.0,4.0,17.0,,135.0,,235.5,,173.0
40162,Prádena,2019,,1.6686928073809073,,3.7967464038055474,,2.6806526806526807,,290.3532608695652,,412.5,,300.0,4.0,22.0,,138.5,,286.25,,177.5
40162,Prádena,2020,,1.5941426459719141,,3.817557150900901,,2.5641025641025643,,243.125,,400.0,,299.99833333333333,5.0,17.0,,135.0,,262.5,,173.0
40162,Prádena,2021,,1.7094017094017095,,3.9735099337748347,,2.602759262595328,,300.0,,400.0,,317.53663003663,8.0,19.0,,128.0,,246.0,,173.0
40162,Prádena,2022,,1.7332995951417003,,4.482758620689656,,2.4549394267704128,,299.6590909090909,,512.6666666666666,,366.15625,9.0,18.0,,119.0,,286.25,,174.5
40162,Prádena,2023,,1.8654990085922012,,4.136499088421266,,3.483333333333333,,257.32366666666667,,509.24,,348.3333333333333,9.0,17.0,,114.0,,235.5,,178.0
40163,Puebla de Pedraza,2017,,,,,,,,,,,,,1.0,0.0,,,,,,
40163,Puebla de Pedraza,2018,,,,,,,,,,,,,1.0,0.0,,,,,,
40163,Puebla de Pedraza,2020,,,,,,,,,,,,,1.0,0.0,,,,,,
40163,Puebla de Pedraza,2021,,,,,,,,,,,,,1.0,0.0,,,,,,
40163,Puebla de Pedraza,2022,,,,,,,,,,,,,1.0,0.0,,,,,,
40163,Puebla de Pedraza,2023,,,,,,,,,,,,,1.0,0.0,,,,,,
40164,Rapariegos,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40164,Rapariegos,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40165,Rebollo,2016,,,,,,,,,,,,,0.0,0.0,,,,,,
40165,Rebollo,2020,,,,,,,,,,,,,1.0,0.0,,,,,,
40165,Rebollo,2021,,,,,,,,,,,,,1.0,0.0,,,,,,
40165,Rebollo,2022,,,,,,,,,,,,,1.0,0.0,,,,,,
40165,Rebollo,2023,,,,,,,,,,,,,1.0,0.0,,,,,,
40166,Remondo,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
40166,Remondo,2017,,,,,,,,,,,,,0.0,1.0,,,,,,
40166,Remondo,2018,,,,,,,,,,,,,0.0,2.0,,,,,,
40166,Remondo,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40166,Remondo,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40166,Remondo,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40166,Remondo,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40166,Remondo,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40168,Riaguas de San Bartolomé,2019,,,,,,,,,,,,,0.0,1.0,,,,,,
40168,Riaguas de San Bartolomé,2020,,,,,,,,,,,,,0.0,1.0,,,,,,
40168,Riaguas de San Bartolomé,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40168,Riaguas de San Bartolomé,2022,,,,,,,,,,,,,0.0,1.0,,,,,,
40168,Riaguas de San Bartolomé,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40170,Riaza,2015,2.772198731501057,1.0902676075845423,4.984567901234567,4.420336538461538,3.9852838275168367,2.4096063329054345,250.0,181.58265186915887,393.75,452.5,300.0,341.66666666666663,86.0,14.0,68.0,119.5,100.25,208.75,83.5,153.5
40170,Riaza,2016,2.9228106796116506,1.980263157894737,5.170233589396891,4.5416127495040906,4.055555555555555,2.83990413471507,250.0,311.2771739130435,368.13432835820896,500.0,300.0,446.0738255033557,78.0,20.0,68.0,128.75,102.25,222.75,85.5,160.0
40170,Riaza,2017,3.0218794835007174,1.684045584045584,5.006127450980393,3.819989534275249,3.935470217023242,2.6119402985074625,250.0,250.0,390.0,595.9183673469388,300.0,400.0,79.0,19.0,68.0,134.0,100.0,259.0,85.0,167.0
40170,Riaza,2018,3.010878010878011,2.6119402985074625,4.8978373873492105,4.285714285714286,3.9634146341463414,3.421560518334713,250.0,350.0,397.554347826087,500.0,300.0,450.0,82.0,15.0,70.0,127.0,101.25,259.0,85.5,160.0
40170,Riaza,2019,3.5032232070910556,2.321794871794872,5.194732777729575,4.054667086599477,4.371913580246914,3.205128205128205,274.65196651090343,350.75668238993717,400.0,494.6839306957726,337.2342519685039,423.49863360661203,98.0,13.0,70.0,130.5,100.0,261.0,85.0,160.0
40170,Riaza,2020,3.4047080728820323,2.1929824561403506,5.161350943118184,4.0742464539007095,4.281746031746032,3.3333197831978314,280.5516666666667,300.234375,400.0,500.0,336.7857142857142,449.3303571428571,92.0,19.0,72.0,127.0,100.0,219.0,86.0,154.0
40170,Riaza,2021,3.45972643763681,3.2627797696653627,5.1424501424501425,4.027398040555935,4.452054794520548,3.640526425857722,291.264375,410.3125,400.0,597.5476657163222,350.0,500.0,94.0,16.0,71.75,127.75,99.25,217.5,83.5,160.0
40170,Riaza,2022,3.7269870454490825,2.736406856557757,5.506319612590798,4.9800366585617075,4.487179487179487,3.90625,300.0505182072829,430.0,429.0175,600.1200480192078,360.0,500.0,105.0,13.0,72.0,126.5,101.0,239.0,84.5,160.0
40170,Riaza,2023,3.828640002858069,3.17484373405426,5.785875706214689,5.306218999029188,4.717054263565892,3.970668859649123,347.60249475145605,500.0,447.3967045834727,599.1013071895425,381.66666666666663,521.5217510146373,110.0,12.0,71.75,143.5,101.0,217.5,85.5,182.5
40172,Riofrío de Riaza,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40172,Riofrío de Riaza,2016,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2017,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2018,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2021,,,,,,,,,,,,,0.0,1.0,,,,,,
40172,Riofrío de Riaza,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40172,Riofrío de Riaza,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40173,Roda de Eresma,2015,,2.313400397416791,,2.795395818651633,,2.5616555958824523,,256.25,,407.5,,321.5494791666667,0.0,10.0,,143.0,,160.75,,154.0
40173,Roda de Eresma,2016,,,,,,,,,,,,,0.0,8.0,,,,,,
40173,Roda de Eresma,2017,,,,,,,,,,,,,0.0,9.0,,,,,,
40173,Roda de Eresma,2018,,,,,,,,,,,,,0.0,9.0,,,,,,
40173,Roda de Eresma,2019,,,,,,,,,,,,,0.0,9.0,,,,,,
40173,Roda de Eresma,2020,,,,,,,,,,,,,0.0,6.0,,,,,,
40173,Roda de Eresma,2021,,3.0426356589147283,,4.800893550893551,,4.060518295966058,,377.5,,560.1035714285714,,412.5,0.0,10.0,,143.0,,157.25,,154.0
40173,Roda de Eresma,2022,,3.10077519379845,,4.646464646464646,,4.040404040404041,,380.0,,550.0,,450.0,0.0,11.0,,143.0,,158.0,,154.0
40173,Roda de Eresma,2023,,2.9386553369111508,,4.284048507462686,,3.85717641531595,,372.5,,496.875,,430.0,0.0,12.0,,143.0,,157.75,,154.0
40174,Sacramenia,2015,,,,,,,,,,,,,1.0,2.0,,,,,,
40174,Sacramenia,2016,,,,,,,,,,,,,1.0,2.0,,,,,,
40174,Sacramenia,2017,,,,,,,,,,,,,1.0,2.0,,,,,,
40174,Sacramenia,2018,,,,,,,,,,,,,1.0,5.0,,,,,,
40174,Sacramenia,2019,,,,,,,,,,,,,1.0,4.0,,,,,,
40174,Sacramenia,2020,,,,,,,,,,,,,1.0,4.0,,,,,,
40174,Sacramenia,2021,,,,,,,,,,,,,0.0,6.0,,,,,,
40174,Sacramenia,2022,,,,,,,,,,,,,1.0,7.0,,,,,,
40174,Sacramenia,2023,,,,,,,,,,,,,1.0,6.0,,,,,,
40176,Samboal,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40176,Samboal,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40176,Samboal,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40176,Samboal,2020,,,,,,,,,,,,,0.0,2.0,,,,,,
40176,Samboal,2021,,,,,,,,,,,,,0.0,2.0,,,,,,
40176,Samboal,2022,,,,,,,,,,,,,0.0,2.0,,,,,,
40176,Samboal,2023,,,,,,,,,,,,,0.0,3.0,,,,,,
40177,San Cristóbal de Cuéllar,2021,,,,,,,,,,,,,0.0,0.0,,,,,,
40177,San Cristóbal de Cuéllar,2022,,,,,,,,,,,,,0.0,0.0,,,,,,
40177,San Cristóbal de Cuéllar,2023,,,,,,,,,,,,,0.0,0.0,,,,,,
40178,San Cristóbal de la Vega,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40178,San Cristóbal de la Vega,2016,,,,,,,,,,,,,0.0,1.0,,,,,,
40178,San Cristóbal de la Vega,2023,,,,,,,,,,,,,0.0,1.0,,,,,,
40179,Sanchonuño,2015,,1.3688107869142352,,3.301794936923207,,2.0090876692801136,,167.1875,,395.0,,308.33333333333337,1.0,16.0,,126.25,,305.75,,181.0
40179,Sanchonuño,2016,,1.582538317172349,,3.8286782061369,,2.845863903022616,,298.39572192513367,,412.5,,340.0,2.0,14.0,,126.0,,331.5,,232.5
40179,Sanchonuño,2017,,1.5734413816655568,,3.5483870967741935,,2.1739130434782608,,262.5,,355.0,,300.0,2.0,17.0,,126.5,,318.5,,159.0
40179,Sanchonuño,2018,,1.4160965935519505,,3.8286721079661077,,2.3274379759272907,,271.5454545454545,,352.5,,300.0,2.0,18.0,,135.25,,257.25,,158.0
40179,Sanchonuño,2019,,1.566608781939965,,3.799980147899245,,2.8211216644052466,,295.0,,393.75,,325.0,2.0,22.0,,138.75,,266.25,,171.0
40179,Sanchonuño,2020,,1.9741799309708499,,3.608015366117247,,2.6119402985074625,,299.7191481335024,,370.0,,350.0,2.0,25.0,,138.5,,272.5,,183.0
40179,Sanchonuño,2021,,2.2839506172839505,,3.472222222222222,,2.9921259842519685,,300.0,,393.0769230769231,,370.0,2.0,23.0,,138.0,,248.0,,159.0
40179,Sanchonuño,2022,,1.7664483505000745,,3.620904558404559,,2.6455026455026456,,300.0,,390.0,,350.0,1.0,25.0,,141.0,,254.0,,183.0
40179,Sanchonuño,2023,,2.1186440677966103,,3.978494623655914,,3.260869565217391,,277.0833333333333,,400.0,,370.0,2.0,23.0,,139.0,,312.0,,183.0
40180,Sangarcía,2015,,,,,,,,,,,,,0.0,1.0,,,,,,
40180,Sangarcía,2016,,,,,,,,,,,,,0.0,2.0,,,,,,
40180,Sangarcía,2017,,,,,,,,,,,,,0.0,3.0,,,,,,
40180,Sangarcía,2018,,,,,,,,,,,,,0.0,3.0,,,,,,
40180,Sangarcía,2019,,,,,,,,,,,,,0.0,2.0,,,,,,
40180,Sangarcía,2020,,,,,,,,,,,,,0.0,3.0,,,,,,
40180,Sangarcía,2021,,,,,,,,,,,,,0.0,3.0,,,,,,
40180,Sangarcía,2022,,,,,,,,,,,,,0.0,3.0,,,,,,
40180,Sangarcía,2023,,,,,,,,,,,,,0.0,2.0,,,,,,
40181,Real Sitio de San Ildefonso,2015,3.3333333333333335,1.7760131067250278,5.33025,4.0,4.285714285714286,2.8205128205128207,262.5,210.0,400.0,500.0,348.40909090909093,365.3446647780925,183.0,35.0,69.0,107.0,101.0,252.0,83.0,186.0
40181,Real Sitio de San Ildefonso,2016,3.565170226969292,2.0,5.6707151987501545,4.0,4.487179487179487,2.948717948717949,299.06669036976837,299.65478295291774,425.0,600.0,350.0,400.0,190.0,35.0,67.0,107.0,101.0,236.0,82.5,186.0
40181,Real Sitio de San Ildefonso,2017,3.709528214616096,2.307692307692308,5.640762463343108,4.166666666666667,4.545454545454546,3.3852994850257487,300.0,300.0,420.0,622.3000000000001,350.0,399.21875,202.0,39.0,67.0,106.0,97.75,252.0,81.0,177.0
40181,Real Sitio de San Ildefonso,2018,3.708010335917313,2.221200980392157,5.800606007480131,4.399326150563774,4.768909645444148,3.645651050780794,300.0,278.32244008714594,413.19781553398064,700.0,358.75,398.0134578878449,228.0,43.0,65.0,94.0,97.0,236.0,81.0,177.0
40181,Real Sitio de San Ildefonso,2019,3.9603960396039604,2.4124295729524072,6.089880570052188,4.937144463541979,5.064102564102565,3.537878610081479,313.7529166666667,300.0,445.8292047001361,607.6066835260116,390.0,361.2585034013605,241.0,50.0,67.0,87.75,99.0,259.75,81.0,169.0
40181,Real Sitio de San Ildefonso,2020,4.070956849893242,2.3544520547945207,6.352813852813853,5.288978494623656,5.15973630831643,3.9843954548758362,331.66666666666663,312.5,450.0,680.0,400.0,380.0,273.0,55.0,67.0,91.0,101.0,252.0,81.0,168.0
40181,Real Sitio de San Ildefonso,2021,4.308432371250707,2.5688073394495414,6.557377049180328,6.048387096774193,5.423472222222222,4.166666666666667,350.0,343.624595321552,461.65,694.4000000000001,400.0,450.0,280.0,61.0,67.0,85.5,100.75,269.5,80.0,168.0
40181,Real Sitio de San Ildefonso,2022,4.513538250546579,2.4387254901960786,6.7930575713594585,5.593434343434343,5.668981481481481,3.8483767361111116,359.9333333333333,350.0,495.07454144620806,678.9245594262295,402.8697571743929,432.29166666666663,294.0,59.0,66.0,91.25,97.0,275.25,80.0,169.0
40181,Real Sitio de San Ildefonso,2023,4.668358694147821,2.520913995316873,7.248408084163898,6.43056421311447,5.999335617875377,4.23288240416234,370.0,350.0,534.6734234234234,731.355,432.59259259259255,455.40000000000003,309.0,61.0,64.5,91.5,95.5,231.0,78.0,168.0
40182,San Martín y Mudrián,2015,,,,,,,,,,,,,0.0,2.0,,,,,,
